Point_Index,StraightPath_Length,GyroPath_Length,GyroPath_Perc,CLR_Alpha,CLR_Gamma,Left_CLR_Alpha,Left_CLR_Gamma,Right_CLR_Alpha,Right_CLR_Gamma,DiegoPath_Length,DiegoPath_Perc
226,107.786827,0.000000,0.000000,0,0,0,0,0,0,115.053824,106.742009
227,106.887792,0.000000,0.000000,0,0,0,0,0,0,114.053824,106.704257
228,105.990566,0.000000,0.000000,0,0,0,0,0,0,113.053824,106.664044
229,105.095195,0.000000,0.000000,0,0,0,0,0,0,112.053824,106.621263
230,104.656581,0.000000,0.000000,0,0,0,0,0,0,111.468037,106.508388
231,104.235311,0.000000,0.000000,0,0,0,0,0,0,110.882251,106.376860
232,103.353761,0.000000,0.000000,0,0,0,0,0,0,109.882251,106.316644
233,102.474387,0.000000,0.000000,0,0,0,0,0,0,108.882251,106.253137
234,101.597244,0.000000,0.000000,0,0,0,0,0,0,107.882251,106.186198
235,100.722391,0.000000,0.000000,0,0,0,0,0,0,106.882251,106.115681
236,99.362971,0.000000,0.000000,0,0,0,0,0,0,105.468037,106.144207
237,98.488578,0.000000,0.000000,0,0,0,0,0,0,104.468037,106.071221
238,97.616597,0.000000,0.000000,0,0,0,0,0,0,103.468037,105.994309
239,96.747093,0.000000,0.000000,0,0,0,0,0,0,102.468037,105.913299
240,96.384646,0.000000,0.000000,0,0,0,0,0,0,101.882251,105.703818
241,95.524866,0.000000,0.000000,0,0,0,0,0,0,100.882251,105.608367
242,95.189285,0.000000,0.000000,0,0,0,0,0,0,100.296465,105.365288
243,94.873600,0.000000,0.000000,0,0,0,0,0,0,99.710678,105.098445
244,94.031909,0.000000,0.000000,0,0,0,0,0,0,98.710678,104.975724
245,93.193347,0.000000,0.000000,0,0,0,0,0,0,97.710678,104.847267
246,92.357999,0.000000,0.000000,0,0,0,0,0,0,96.710678,104.712834
247,91.525953,0.000000,0.000000,0,0,0,0,0,0,95.710678,104.572174
248,90.697299,0.000000,0.000000,0,0,0,0,0,0,94.710678,104.425026
249,89.872131,0.000000,0.000000,0,0,0,0,0,0,93.710678,104.271120
250,89.050547,0.000000,0.000000,0,0,0,0,0,0,92.710678,104.110172
251,88.232647,0.000000,0.000000,0,0,0,0,0,0,91.710678,103.941887
252,87.418534,0.000000,0.000000,0,0,0,0,0,0,90.710678,103.765957
253,87.200917,0.000000,0.000000,0,0,0,0,0,0,90.124892,103.353146
254,86.400231,0.000000,0.000000,0,0,0,0,0,0,89.124892,103.153533
255,85.603738,0.000000,0.000000,0,0,0,0,0,0,88.124892,102.945144
256,84.811556,0.000000,0.000000,0,0,0,0,0,0,87.124892,102.727619
257,84.023806,0.000000,0.000000,0,0,0,0,0,0,86.124892,102.500584
258,83.868945,0.000000,0.000000,0,0,0,0,0,0,85.539105,101.991392
259,83.096330,0.000000,0.000000,0,0,0,0,0,0,84.539105,101.736269
260,82.975900,0.000000,0.000000,0,0,0,0,0,0,83.953319,101.177955
261,83.630138,0.000000,0.000000,0,0,0,0,0,0,84.367532,100.881733
262,82.879430,0.000000,0.000000,0,0,0,0,0,0,83.367532,100.588930
263,82.134037,0.000000,0.000000,0,0,0,0,0,0,82.367532,100.284286
264,81.394103,0.000000,0.000000,0,0,0,0,0,0,81.367532,99.967356
265,80.659779,0.000000,0.000000,0,0,0,0,0,0,80.367532,99.637679
266,79.931220,0.000000,0.000000,0,0,0,0,0,0,79.367532,99.294784
267,79.906195,0.000000,0.000000,0,0,0,0,0,0,78.781746,98.592789
268,79.195959,0.000000,0.000000,0,0,0,0,0,0,77.781746,98.214286
269,79.208585,0.000000,0.000000,0,0,0,0,0,0,78.367532,98.938179
270,78.517514,0.000000,0.000000,0,0,0,0,0,0,77.953319,99.281440
271,78.568442,0.000000,0.000000,0,0,0,0,0,0,78.539105,99.962662
272,78.644771,0.000000,0.000000,0,0,0,0,0,0,79.124892,100.610493
273,79.397733,0.000000,0.000000,0,0,0,0,0,0,80.124892,100.915843
274,78.746428,0.000000,0.000000,0,0,0,0,0,0,79.710678,101.224500
275,78.102497,0.000000,0.000000,0,0,0,0,0,0,79.296465,101.528719
276,78.243211,0.000000,0.000000,0,0,0,0,0,0,79.882251,102.094802
