Point_Index,StraightPath_Length,GyroPath_Length,GyroPath_Perc,CLR_Alpha,CLR_Gamma,Left_CLR_Alpha,Left_CLR_Gamma,Right_CLR_Alpha,Right_CLR_Gamma,DiegoPath_Length,DiegoPath_Perc,DiegoPath_Pink
175,366.006831,0.000000,0.000000,0,0,0,0,0,0,394.362482,107.747301,3
176,364.725924,0.000000,0.000000,0,0,0,0,0,0,392.948268,107.737959,3
177,363.446007,0.000000,0.000000,0,0,0,0,0,0,391.534055,107.728259,3
178,363.108799,0.000000,0.000000,0,0,0,0,0,0,391.119841,107.714228,3
179,362.167089,0.000000,0.000000,0,0,0,0,0,0,390.119841,107.718192,3
180,360.889180,0.000000,0.000000,0,0,0,0,0,0,388.705627,107.707753,3
181,360.555128,0.000000,0.000000,0,0,0,0,0,0,388.291414,107.692662,3
182,359.279835,0.000000,0.000000,0,0,0,0,0,0,386.877200,107.681301,3
183,358.005587,0.000000,0.000000,0,0,0,0,0,0,385.462987,107.669545,4
184,356.732393,0.000000,0.000000,0,0,0,0,0,0,384.048773,107.657387,5
185,355.460265,0.000000,0.000000,0,0,0,0,0,0,382.634560,107.644819,4
186,354.189215,0.000000,0.000000,0,0,0,0,0,0,381.220346,107.631833,3
187,353.243542,0.000000,0.000000,0,0,0,0,0,0,380.220346,107.636885,3
188,351.973010,0.000000,0.000000,0,0,0,0,0,0,378.806133,107.623631,3
189,350.703579,0.000000,0.000000,0,0,0,0,0,0,377.391919,107.609942,3
190,349.435259,0.000000,0.000000,0,0,0,0,0,0,375.977705,107.595812,3
191,348.168063,0.000000,0.000000,0,0,0,0,0,0,374.563492,107.581232,3
192,346.902003,0.000000,0.000000,0,0,0,0,0,0,373.149278,107.566193,3
193,345.953754,0.000000,0.000000,0,0,0,0,0,0,372.149278,107.571973,3
194,344.688265,0.000000,0.000000,0,0,0,0,0,0,370.735065,107.556625,3
195,343.423936,0.000000,0.000000,0,0,0,0,0,0,369.320851,107.540801,3
196,342.160781,0.000000,0.000000,0,0,0,0,0,0,367.906638,107.524491,3
197,340.898812,0.000000,0.000000,0,0,0,0,0,0,366.492424,107.507686,3
198,339.638043,0.000000,0.000000,0,0,0,0,0,0,365.078210,107.490376,3
199,338.378486,0.000000,0.000000,0,0,0,0,0,0,363.663997,107.472553,3
200,338.072477,0.000000,0.000000,0,0,0,0,0,0,363.249783,107.447310,2
201,336.815973,0.000000,0.000000,0,0,0,0,0,0,361.835570,107.428269,4
202,335.560725,0.000000,0.000000,0,0,0,0,0,0,360.421356,107.408683,4
203,334.306745,0.000000,0.000000,0,0,0,0,0,0,359.007143,107.388543,3
204,333.054050,0.000000,0.000000,0,0,0,0,0,0,357.592929,107.367837,3
205,331.802652,0.000000,0.000000,0,0,0,0,0,0,356.178716,107.346555,3
206,330.847397,0.000000,0.000000,0,0,0,0,0,0,355.178716,107.354242,3
207,329.596723,0.000000,0.000000,0,0,0,0,0,0,353.764502,107.332530,3
208,329.303811,0.000000,0.000000,0,0,0,0,0,0,353.350288,107.302217,3
209,328.056398,0.000000,0.000000,0,0,0,0,0,0,351.936075,107.279138,3
210,327.099373,0.000000,0.000000,0,0,0,0,0,0,350.936075,107.287297,3
211,325.852727,0.000000,0.000000,0,0,0,0,0,0,349.521861,107.263752,3
212,324.607455,0.000000,0.000000,0,0,0,0,0,0,348.107648,107.239573,3
213,324.322370,0.000000,0.000000,0,0,0,0,0,0,347.693434,107.206121,3
214,323.363572,0.000000,0.000000,0,0,0,0,0,0,346.693434,107.214746,3
215,322.121095,0.000000,0.000000,0,0,0,0,0,0,345.279221,107.189261,3
216,320.880040,0.000000,0.000000,0,0,0,0,0,0,343.865007,107.163103,3
217,320.600998,0.000000,0.000000,0,0,0,0,0,0,343.450793,107.127175,3
218,319.640423,0.000000,0.000000,0,0,0,0,0,0,342.450793,107.136260,3
219,318.402261,0.000000,0.000000,0,0,0,0,0,0,341.036580,107.108718,3
220,317.165572,0.000000,0.000000,0,0,0,0,0,0,339.622366,107.080464,3
221,315.930372,0.000000,0.000000,0,0,0,0,0,0,338.208153,107.051484,2
222,315.659627,0.000000,0.000000,0,0,0,0,0,0,337.793939,107.012082,1
223,314.428052,0.000000,0.000000,0,0,0,0,0,0,336.379726,106.981462,1
224,313.198020,0.000000,0.000000,0,0,0,0,0,0,334.965512,106.950073,1
225,311.969550,0.000000,0.000000,0,0,0,0,0,0,333.551299,106.917902,2
226,311.708197,0.000000,0.000000,0,0,0,0,0,0,333.137085,106.874663,1
